BALANCE,PURCHASES,ONE-OFF_PURCHASES,INST_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,PAYMENTS,PRC_FULL_PAYMENT
135.037323,270,0,270,0,0,3,1760.310579,1
41.762859,0,0,0,1125.868686,3,0,0,0
1563.747179,801.46,601.46,200,1029.987801,2,17,2282.161389,0
1044.273707,1463.84,255,1208.84,262.147162,1,22,2624.741492,0
8159.168439,2453.07,1845.55,607.52,3278.461198,3,42,1698.958527,0
2403.75955,367.16,367.16,0,0,0,8,687.263236,0
2876.009336,152.61,152.61,0,3719.650168,24,2,248.342971,0
1237.673602,0,0,0,1962.749428,3,0,589.980487,0
283.30016,461.36,0,461.36,0,0,9,526.087388,0
7339.943073,0,0,0,9123.485636,11,0,1314.192386,0
1226.122189,295.34,295.34,0,0,0,8,439.233552,0
3515.039029,2924.08,1385.29,1538.79,7867.732492,31,85,10693.27843,0
30.525356,384.95,384.95,0,0,0,4,498.165923,0.272727
1283.280303,0,0,0,5790.59647,17,0,4073.172497,0
49.416158,590,350,240,0,0,7,836.812414,1
1621.035373,23.21,0,23.21,0,0,4,500.515114,0
1624.651156,0,0,0,2684.507978,9,0,894.813551,0
5269.72399,682.57,669.47,13.1,0,0,9,1771.172074,0
314.507915,3492.21,3195.21,297,0,0,13,4089.583027,0.833333
2150.212841,4096.08,3238.27,857.81,0,0,45,587.669772,0
891.620777,0,0,0,159.673475,2,0,593.110495,0
3454.094319,31299.35,19064.3,12235.05,0,0,121,22542.58705,0.583333
86.905609,1106.4,0,1106.4,440.972634,1,12,1538.001397,1
1647.932117,0,0,0,93.690441,4,0,390.2023,0
188.424847,1576.35,1063.85,512.5,0,0,20,1271.233538,0.25
1250.885289,892.19,363.85,528.34,0,0,6,461.638318,0
5148.625027,0,0,0,4042.791779,16,0,1274.60362,0
3272.586986,1146.57,991.58,154.99,0,0,20,1132.705302,0
1698.369764,0,0,0,2253.381516,2,0,5512.828223,0.111111
246.864346,2995.55,2301.11,694.44,0,0,35,2734.138816,0.916667
2004.914139,3628.29,1937.35,1690.94,0,0,73,1718.220924,0
10.703306,0,0,0,575.193978,1,0,0,0
1410.753575,588.85,399.85,189,1668.104809,23,13,409.037304,0
2388.030134,3832.98,2004.03,1828.95,1441.065248,1,90,5990.39237,0.083333
96.109401,938.2,938.2,0,148.986635,1,12,3722.654209,0.416667
8953.743398,254.85,83.97,170.88,0,0,5,2105.588422,0
3414.977831,2219.55,1695.03,524.52,950.424076,10,33,732.08134,0
1039.88038,93.24,0,93.24,5465.141893,5,12,5293.609266,0.090909
92.898327,546,46,500,0,0,7,787.50992,0.6
2885.068871,0,0,0,255.676579,3,0,712.676699,0
7919.563494,85.54,0,85.54,9945.280243,10,2,1594.977158,0
4707.131609,7066.08,4534.03,2532.05,5192.290154,12,87,5352.856606,0
1915.245632,39,39,0,92.668977,1,1,542.919146,0
392.667425,4015.23,4015.23,0,0,0,26,3189.923177,0.916667
104.57287,937.56,630,307.56,0,0,13,870.874657,0.583333
2257.542109,0,0,0,1082.684755,1,0,464.716284,0
75.070011,898.45,0,898.45,0,0,11,743.358844,1
7533.854422,5253.06,3096.1,2156.96,0,0,78,1790.394949,0
628.384411,887.3,840,47.3,279.557918,1,6,177.708307,0
165.808096,981.19,823.39,157.8,0,0,16,672.446893,0.25
5329.544052,1651.64,1088.79,562.85,0,0,18,1587.462442,0
1171.429087,1845.42,1845.42,0,0,0,7,3073.603769,0.1
99.912238,730.2,165,565.2,0,0,13,463.326909,0.5
114.295749,109.8,0,109.8,0,0,12,115.418223,0
287.099648,2693.64,640.5,2053.14,0,0,33,2258.647459,0.125
5867.560972,609,109.06,499.94,3397.577504,9,11,1498.619792,0
7499.30365,350.57,350.57,0,948.293789,6,3,1326.434054,0
23.331936,1194.96,0,1194.96,0,0,17,1381.551722,0
262.723622,2365.07,2125.07,240,0,0,26,3095.831769,0.636364
204.584048,0,0,0,628.366944,3,0,1933.810453,0
4977.237859,61.99,61.99,0,7448.32932,22,1,6850.235626,0
433.677841,1391.89,1088.83,303.06,0,0,19,2312.220888,0.25
1220.493289,0,0,0,5607.394437,3,0,566.644234,0
3740.907731,0,0,0,116.632141,1,0,128.371777,0
1669.01626,892.3,517.3,375,295.812224,1,14,1065.80426,0
117.617134,1081.23,100,981.23,0,0,29,1024.806886,1
3802.910134,0,0,0,1448.031295,12,0,915.900602,0
43.354029,617.34,0,617.34,0,0,19,564.845244,0.583333
4530.639094,0,0,0,3162.719581,5,0,995.539176,0
3529.587012,0,0,0,3969.324981,14,0,3603.147293,0
5052.910787,1062.63,343.15,719.48,2687.982848,20,29,917.236699,0
51.923357,835.31,250,585.31,0,0,13,832.140348,0.25
144.012882,675.53,675.53,0,0,0,2,1945.250404,0
293.803208,380.59,332.52,48.07,118.972449,1,3,1172.022584,0
11.188595,159.84,0,159.84,0,0,6,110.860738,0
516.814969,276.52,141.96,134.56,584.976769,1,8,927.381808,0
1134.122053,288.39,0,288.39,0,0,10,2155.314664,0.083333
11670.17985,4872.6,0,4872.6,0,0,52,5031.032515,0
1569.88775,741.66,309.66,432,2710.997094,3,8,3306.369832,0
4532.433434,1433.26,1433.26,0,364.852384,1,2,3039.325393,0
5505.828486,0,0,0,193.187682,3,0,1355.058674,0
2843.394382,0,0,0,3133.305504,6,0,680.388185,0
2391.214539,4186.49,3313,873.49,0,0,50,2710.98198,0
2270.950105,1403.42,77,1326.42,0,0,12,830.130725,0
5193.415429,3584.8,2204.52,1380.28,0,0,52,1734.349114,0
2431.193194,0,0,0,195.932353,1,0,976.859575,0
1232.292951,0,0,0,5184.090716,28,0,6050.865303,0.083333
279.253475,3243.86,3002.52,241.34,0,0,33,3105.312146,1
2369.91046,916.22,716.4,199.82,0,0,26,795.94344,0
1917.441126,12617.19,76.19,12541,0,0,5,13733.55783,0.428571
7445.228843,1023.29,0,1023.29,16323.64243,43,31,11320.00746,0.083333
193.565763,1821.52,0,1821.52,0,0,29,1543.210017,0.5
3013.590493,0,0,0,341.360876,7,0,750.160714,0
92.406069,0,0,0,683.253783,1,0,1044.949836,0.166667
2472.874609,2052.74,730.94,1321.8,3251.021027,10,30,9076.561132,0.083333
154.439292,1047.94,440,607.94,0,0,17,1032.089965,0.333333
269.911748,1348.44,1259.44,89,298.491305,4,44,1258.023851,0
146.04887,3256.15,3256.15,0,0,0,22,3498.681846,0.25
2779.833422,0,0,0,1492.253356,14,0,1708.484919,0
161.792222,2883.58,1933.56,950.02,0,0,20,3051.442623,0.75
5239.120768,1823.23,1823.23,0,0,0,14,2107.740768,0
2288.014844,1753.46,1753.46,0,0,0,50,989.999739,0
1526.707241,484.47,0,484.47,402.906235,11,9,1086.417545,0
52.598283,517.83,0,517.83,0,0,55,600.096058,1
981.886157,0,0,0,473.430801,3,0,768.398403,0
14.891634,0,0,0,116.193463,1,0,0,0
5.270593,69.57,69.57,0,0,0,2,411.825987,0
314.675322,1310.9,838.76,472.14,0,0,35,1425.2566,0
467.244925,4001.7,1769.36,2232.34,0,0,109,2259.241805,0.181818
304.945628,2788.81,2788.81,0,266.383091,6,22,2803.353036,0.714286
1271.429631,0,0,0,678.525863,3,0,526.910053,0
97.389327,60,60,0,0,0,1,453.421982,0
1597.521193,211.07,0,211.07,994.167915,1,6,3187.854069,0
10.118033,0,0,0,197.521871,1,0,648.301187,0
103.629108,1106.62,866.22,240.4,0,0,25,1343.893653,0.545455
993.027484,0,0,0,1586.612256,19,0,2185.377456,0.090909
4226.501257,4900,4900,0,980.879554,1,7,615.450902,0
1118.086877,128.8,0,128.8,0,0,2,277.766526,0
555.131027,1586.45,1111.6,474.85,0,0,51,3219.285764,0.416667
1133.572488,4063.49,2807,1256.49,391.73075,1,44,4936.506976,0.083333
3646.04461,0,0,0,949.437186,4,0,975.508088,0
3790.914663,2655.68,1607.63,1048.05,6263.883768,11,111,6173.165264,0.083333
340.082231,3177.21,430,2747.21,0,0,19,2658.629277,0.333333
11.249863,137.84,137.84,0,0,0,3,234.444295,0.166667
108.548004,1099.19,885.97,213.22,0,0,25,1181.316469,0.583333
601.68828,1358.2,468.33,889.87,0,0,26,310.912113,0
2529.016337,1040.74,0,1040.74,0,0,28,1746.018537,0
306.90901,2768.93,1281.14,1487.79,0,0,23,2605.175646,0.5
14.203161,117,0,117,0,0,4,346.311752,0.666667
3387.93956,391.14,0,391.14,987.378841,1,15,889.86432,0
26.247988,0,0,0,2861.967408,1,0,0,0
3961.649658,2280,0,2280,0,0,12,2216.561982,0
121.388989,783.83,683.93,99.9,315.342982,3,7,1778.900698,1
354.527499,3751.42,1201.42,2550,0,0,62,4001.942901,1
912.36003,10709.17,9689.36,1019.81,0,0,49,11381.63396,1
5337.987139,2545.37,0,2545.37,994.391034,1,21,1663.976007,0
4210.323012,1210.31,139.02,1071.29,1817.321515,2,52,8138.429479,0.083333
890.275144,435.14,435.14,0,0,0,7,3334.754054,0
1740.169093,276.72,0,276.72,0,0,15,667.764492,0
5383.084424,9736.61,3684.52,6052.09,2965.656802,7,135,15824.73587,0.083333
4603.402061,0,0,0,7665.092756,21,0,9874.465723,0.083333
18.150347,119.8,0,119.8,0,0,4,297.276499,0.333333
2833.613641,1387.52,526.12,861.4,1442.587409,5,20,1564.459934,0
1547.714145,2476.31,804.4,1671.91,0,0,82,4061.48987,0
144.346693,1976.32,859.79,1116.53,0,0,28,1828.116915,0.583333
1377.812538,14300.98,10394.67,3906.31,0,0,55,13535.67697,1
926.341558,45.65,45.65,0,0,0,1,1293.650192,0
10822.05811,4850.35,2847.8,2002.55,0,0,208,2740.09442,0
1238.932482,280.09,69,211.09,0,0,12,1575.457164,0
5681.962807,523.19,340.19,183,1116.370312,4,8,2167.822526,0
1269.019947,445.46,0,445.46,0,0,13,2875.999728,0
1592.48626,1449.48,460,989.48,0,0,19,1695.90191,0
9502.256762,2776.09,1424.05,1352.04,0,0,36,4177.324826,0
57.416262,685,0,685,0,0,12,559.813964,0.333333
2303.956234,0,0,0,5585.815801,21,0,331.450159,0
2286.9003,4536.48,3275,1261.48,0,0,37,5981.014712,0
1058.369265,0,0,0,1353.576787,4,0,1381.061656,0
4803.122987,0,0,0,1692.520703,6,0,1089.772516,0
6836.552992,0,0,0,11405.73425,42,0,6834.695342,0
3.122949,0,0,0,317.505521,2,0,559.499889,0.25
1053.639683,1027.01,1002.8,24.21,314.032321,3,8,1181.14154,0
11734.26656,1528.12,0,1528.12,5187.258558,13,38,3624.231423,0
80.55139,2132.7,914,1218.7,0,0,38,1731.530778,0.545455
1308.786637,0,0,0,99.670323,2,0,528.262752,0
6224.464489,4439.11,3884.1,555.01,0,0,59,2546.344149,0
874.203747,232.8,232.8,0,331.57572,1,5,1473.641228,0.083333
1329.443468,0,0,0,1024.351429,2,0,684.599962,0
4372.395867,569.91,569.91,0,520.844673,9,5,1345.099869,0
4473.439581,656.2,656.2,0,117.482021,1,12,1481.910221,0
1127.607606,0,0,0,271.093275,1,0,662.387331,0
1194.651852,322.29,0,322.29,0,0,13,482.355548,0
291.991838,2971.56,1671.6,1299.96,0,0,31,2238.594868,1
2929.747983,376.04,222,154.04,0,0,8,1037.958748,0
16.005542,151.33,151.33,0,0,0,3,450.83685,0.5
6937.806466,339.75,0,339.75,0,0,3,2163.154746,0
7888.028118,0,0,0,1282.985376,7,0,1685.554741,0
1020.292184,1788.1,921.1,867,0,0,22,492.184722,0
4751.924842,1394.93,576.13,818.8,0,0,37,2635.439016,0
2270.955171,25.26,25.26,0,452.803657,3,1,503.196519,0
2377.759245,0,0,0,943.90775,6,0,4119.519203,0
1473.902933,0,0,0,163.855122,4,0,340.239419,0
6853.020124,0,0,0,2529.901587,9,0,1863.404442,0
1527.644591,0,0,0,210.417767,3,0,540.406147,0
1611.475175,807.72,0,807.72,0,0,36,1019.454819,0
344.591662,519,519,0,2865.942873,6,1,663.651176,0
2021.641161,363.18,363.18,0,0,0,13,704.24077,0
102.228073,1074.29,249.21,825.08,0,0,21,1075.317643,0.083333
1407.26415,151.64,151.64,0,0,0,1,337.890842,0
2158.419812,154.53,115.8,38.73,879.540473,8,8,664.112193,0
1492.433396,99.75,34.32,65.43,0,0,3,2224.187609,0.083333
5193.661885,0,0,0,1682.146822,9,0,2422.095104,0
1885.547591,0,0,0,3197.181617,11,0,8559.584636,0.166667
54.842927,105,105,0,0,0,1,329.582826,0
2125.107734,663.04,663.04,0,1953.192558,2,24,560.757972,0
102.832194,1067.85,669.21,398.64,0,0,21,1480.49182,0.545455
1628.609633,1340.83,695.04,645.79,0,0,28,586.263693,0
1733.68291,100,100,0,270.57595,6,1,689.279807,0
9303.557117,6133.01,4045.67,2087.34,1895.60877,23,115,4054.579469,0
3541.960207,0,0,0,1853.517071,2,0,789.692304,0
1.420316,0,0,0,94.535691,1,0,0,0
2447.783112,431.96,290,141.96,0,0,9,740.165746,0
94.280326,846.06,312.4,533.66,0,0,21,922.71497,0.75
1628.591333,361,0,361,291.278909,2,20,1018.197785,0
396.667584,2559.41,2469.41,90,0,0,8,827.889811,0
5036.762745,3393.73,1702.72,1691.01,0,0,71,1331.175753,0
248.243958,0,0,0,1423.527628,3,0,181.018701,0
109.417101,1219.85,878.7,341.15,172.656204,2,23,2250.036431,0.5
4624.411724,2537.67,1774.91,762.76,0,0,39,1045.881353,0
491.605909,747.55,0,747.55,0,0,9,282.956764,0
5329.815675,674.85,501.85,173,1129.296969,6,24,1390.662933,0
10.486808,241.27,241.27,0,0,0,1,557.897488,0
4402.354047,0,0,0,2117.809244,10,0,1030.120113,0
7283.579076,209.07,209.07,0,7545.629864,9,1,1543.541917,0
30.859227,415.04,0,415.04,0,0,6,485.108353,0.545455
112.87035,918.6,603.6,315,0,0,17,1129.696171,1
7390.19856,612.1,0,612.1,2735.148792,2,25,1920.45776,0
1274.142457,5219.95,2568.35,2651.6,0,0,66,3984.42893,0
644.112226,638.61,0.01,638.6,0,0,12,2529.45977,0
91.231825,736.91,32.71,704.2,0,0,8,960.373775,1
915.717703,55.49,0,55.49,0,0,7,1221.513652,0.083333
1216.594927,878.64,757.8,120.84,155.804123,2,20,654.24428,0
5941.271179,279.36,0,279.36,905.982826,2,16,3140.402423,0
3817.693096,4974.27,3825.87,1148.4,0,0,33,6752.531183,0
0,369.36,0,369.36,0,0,12,431.443959,0
1276.941373,2196.54,1037.8,1158.74,0,0,44,1410.009813,0
8099.879299,2352,1161.47,1190.53,389.680166,4,50,1863.944131,0
86.694598,0,0,0,465.455995,1,0,543.82992,0
78.910866,828.14,301,527.14,0,0,9,903.603701,0.285714
52.776167,508.94,508.94,0,0,0,12,478.833594,0.4
109.140973,319.62,319.62,0,0,0,13,597.96043,0
2586.533933,400,400,0,0,0,1,886.663668,0
6668.440979,5596.11,2880.91,2715.2,2790.317276,14,110,17068.96724,0.083333
2539.279598,820.42,820.42,0,879.324856,2,19,757.327536,0
2154.354852,104,104,0,91.406322,1,1,732.471319,0
2720.959921,66.49,0,66.49,457.611102,7,3,967.657856,0
693.643988,358.91,152,206.91,0,0,39,338.79121,0
3414.780266,0,0,0,8264.603438,9,0,718.95107,0
3478.070041,2465.92,1676.11,789.81,90.363202,1,41,955.30285,0
6378.276044,0,0,0,4169.593183,15,0,1376.688305,0
33.07464,286.4,231.29,55.11,91.341961,1,6,435.600387,0.3
366.68899,653.21,0,653.21,0,0,30,276.166583,0
245.17692,2481.64,0,2481.64,0,0,41,2261.352187,0.916667
786.483086,226.9,0,226.9,666.779555,4,25,1391.068932,0
7.03142,502.33,424,78.33,0,0,5,844.120402,0
4379.015578,996.64,860.5,136.14,3632.137219,4,27,2034.929239,0
167.757298,320.72,0,320.72,0,0,20,863.485864,0
1199.555426,0,0,0,2831.836214,2,0,707.767429,0
5774.207136,2102.51,721.67,1380.84,3536.320402,7,37,4711.567357,0
41.461969,550.08,0,550.08,0,0,4,1104.875573,1
1383.161918,0,0,0,55.212259,2,0,276.630198,0
2572.878701,3975,3975,0,0,0,5,2386.982592,0
177.556406,2228.35,1600.99,627.36,0,0,29,1842.340524,0.454545
538.995587,0,0,0,2156.577132,2,0,3303.660591,0.111111
92.816307,345.66,45.65,300.01,0,0,10,383.914659,0.25
1247.423771,0,0,0,503.562164,3,0,721.897274,0
911.298036,954.15,425.35,528.8,0,0,12,283.608489,0
98.427228,389.24,0,389.24,0,0,11,371.314009,0
989.993863,0,0,0,1110.807913,7,0,240.088742,0
69.352136,636.15,0,636.15,0,0,16,837.801642,0.333333
12.029327,581.21,0,581.21,0,0,11,1333.87748,0
1265.781431,1585.79,1257.32,328.47,0,0,22,338.977714,0
3682.768495,1194.15,987.59,206.56,1074.785954,10,52,2121.026757,0
210.993146,90.51,90.51,0,0,0,1,1240.766161,0
3171.17541,109.16,0,109.16,4586.702891,10,1,598.08223,0
311.121985,744.09,689.09,55,0,0,19,652.002188,0
3310.573808,717.14,649.14,68,0,0,7,1372.959063,0
408.948673,0,0,0,1871.859929,1,0,3902.376688,0.090909
131.342635,1160.65,1160.65,0,0,0,8,1113.408654,0.3
365.005559,421.04,341,80.04,0,0,6,1386.413639,0
26.599993,329.38,23.65,305.73,0,0,7,1034.7342,1
1117.461472,0,0,0,1377.191285,11,0,171.694194,0
26.216029,615.16,0,615.16,0,0,44,1560.047704,0.363636
1106.697298,1260.13,1260.13,0,0,0,3,1556.574701,0
2205.471982,3278.42,1640.05,1638.37,0,0,147,2726.198575,0
1722.910058,45.45,45.45,0,1654.212185,5,2,511.525617,0
1672.969871,0,0,0,74.812657,1,0,341.940624,0
1333.896193,233.31,0,233.31,1432.955059,3,7,310.700827,0
1329.826951,1304.96,1304.96,0,18.427395,1,7,625.414678,0
117.063942,1035.05,64.9,970.15,0,0,10,1336.493092,0.777778
559.151424,94,94,0,0,0,3,254.733329,0
10.160744,82.04,0,82.04,0,0,6,139.914571,0
5206.452425,0,0,0,3256.756231,6,0,996.182712,0
2623.967336,3005.89,2438.85,567.04,0,0,40,1245.201203,0
2297.324675,4474.43,3544.31,930.12,1508.526487,3,44,9481.484058,0.083333
7248.040967,0,0,0,3990.963781,24,0,2645.690806,0
1917.977989,0,0,0,6022.786892,1,0,7189.695757,0.166667
206.376314,1886.21,1230.31,655.9,0,0,65,2089.598011,0.083333
5283.566994,202.31,116.09,86.22,1564.285475,17,5,1384.838966,0
102.055178,999.19,586.29,412.9,0,0,16,2181.215224,0.875
3360.689054,794.1,0,794.1,8095.180408,10,10,4897.570343,0
1046.787477,517.08,282.6,234.48,0,0,13,477.482016,0
869.091492,438.22,263.5,174.72,0,0,6,336.521212,0
5292.905315,5539.68,2603.79,2935.89,0,0,273,3597.677582,0
1856.325339,670.5,516.9,153.6,5603.126858,107,9,9221.922948,0.142857
127.240494,760.36,89,671.36,0,0,17,371.387459,0.090909
2282.814895,1522.72,1059.38,463.34,1905.919704,3,38,4419.287987,0
859.07875,0,0,0,909.986628,2,0,1408.880515,0
5403.208353,1085.85,1025.19,60.66,1252.18184,18,19,1572.554124,0
1941.539209,1366.74,95.94,1270.8,0,0,20,495.133413,0
5418.305735,0,0,0,5051.791781,29,0,1476.335057,0
11955.30817,0,0,0,2108.302563,22,0,3933.35535,0
1224.513636,529.34,186.03,343.31,1108.666511,6,17,467.463129,0
817.793943,478.28,189.03,289.25,945.547556,1,7,635.314875,0
4382.112084,294.75,0,294.75,4945.02074,25,11,6445.786897,0
9264.786223,0,0,0,4158.61262,5,0,2535.922657,0
6512.478876,98,98,0,3320.07679,52,1,1304.362846,0
31.941802,417.96,0,417.96,0,0,13,472.60055,1
30.863497,143.36,0,143.36,736.547491,5,8,1377.984542,0.75
1469.720674,0,0,0,170.376441,5,0,395.486928,0
332.888212,419.56,74,345.56,0,0,26,473.166128,0
2421.943818,612,76,536,2197.163192,10,14,2483.286273,0
2200.566765,296.4,0,296.4,0,0,12,631.025111,0
1719.310566,0,0,0,259.91508,2,0,458.841298,0
2247.126627,0,0,0,6634.23196,12,0,316.025009,0
1663.967468,0,0,0,2123.721395,9,0,1566.483167,0
1402.776239,0,0,0,36.202957,2,0,152.324616,0
9459.138771,878.11,159.91,718.2,5247.419951,8,16,1987.085155,0
4626.278301,0,0,0,9579.677222,9,0,613.553141,0
113.703142,0,0,0,498.463933,1,0,851.637227,0
168.539199,176.73,109,67.73,0,0,4,197.074177,0
662.022698,280,280,0,2276.320971,2,1,1914.038297,0.142857
1302.78269,45.65,45.65,0,0,0,1,351.864266,0
517.118528,280.24,280.24,0,1295.246094,2,2,6684.559773,0
5598.864288,7194.53,6678.26,516.27,14200.89313,37,69,12487.36815,0.083333
6537.800686,1885.94,75,1810.94,2099.802521,6,29,1625.320799,0
1308.302091,918.67,918.67,0,0,0,22,258.034145,0
1009.062757,702.4,265.6,436.8,0,0,28,1184.723606,0
8.286935,125,0,125,0,0,10,125.140043,0.2
151.006318,1455.97,412.69,1043.28,0,0,39,1380.904206,0.363636
2062.665478,518.17,71.9,446.27,1257.241177,12,35,1049.378278,0
3666.676179,0,0,0,2461.891684,19,0,674.881553,0
1764.908055,0,0,0,1552.832951,6,0,5126.650633,0.125
2919.796228,217.9,118.9,99,0,0,25,832.687649,0
1925.094714,5189.51,3609.24,1580.27,0,0,102,5851.06442,0
5291.221238,2090.47,1965.41,125.06,1153.665768,3,21,1718.461993,0
107.13002,15.4,15.4,0,182.66132,6,1,255.103798,0
124.285688,662.4,108.71,553.69,0,0,23,367.258695,0.428571
6727.539699,711.72,617.4,94.32,6498.711722,12,23,1303.904127,0
3007.470055,102.48,0,102.48,0,0,28,561.592591,0
5715.854635,2173.99,1556.19,617.8,0,0,33,1828.965006,0
274.038592,286.19,58,228.19,0,0,7,911.371697,0
3476.603507,9683.28,7253.28,2430,0,0,15,6084.947427,0
1075.825135,32,32,0,1859.42106,23,1,2266.903508,0
760.925748,360,0,360,3180.893742,4,9,2312.470872,0
51.427334,486.01,486.01,0,0,0,13,544.044265,0
1093.946163,0,0,0,18.482296,1,0,276.73092,0
1630.620638,0,0,0,381.541722,2,0,1117.714796,0
78.090426,243.48,0,243.48,0,0,12,152.754759,0.083333
3196.409012,2083.25,0,2083.25,0,0,22,641.03397,0
447.648987,17.8,17.8,0,2429.819782,3,1,9858.055448,0.5
34.356451,266.25,0,266.25,0,0,5,338.565785,0.5
1497.145968,0,0,0,4444.646515,8,0,2986.36061,0.166667
2156.616367,1695,0,1695,90.775238,1,10,2194.901135,0
2023.72438,1103.86,253.99,849.87,0,0,34,667.73252,0
1454.551875,0,0,0,3853.339512,10,0,555.202392,0
107.801738,922.64,876.3,46.34,0,0,16,912.762084,0.181818
4333.59727,333.08,333.08,0,72.049232,1,7,1113.279765,0
49.869884,363.52,124.51,239.01,0,0,11,383.100848,0.181818
0.001289,96.12,0,96.12,0,0,10,102.848649,0
360.774263,2437.8,1788.3,649.5,0,0,30,2204.789548,0.083333
2675.418129,55,55,0,315.402389,3,1,579.527874,0
2004.298844,1500,1500,0,0,0,1,675.426241,0
216.685655,921.18,469.78,451.4,0,0,9,892.146005,0
7119.163663,1370.21,937.65,432.56,8527.393281,10,18,19143.03225,0
2720.458647,0,0,0,707.984403,5,0,1462.710828,0
113.122729,987.23,0,987.23,0,0,17,1081.54001,1
610.678403,3724.25,3301.53,422.72,72.477223,1,39,6486.900601,0.2
2097.470969,0,0,0,1546.052817,2,0,510.126277,0
8435.192572,0,0,0,8419.83327,15,0,10720.57047,0
1046.273731,420.89,45.65,375.24,0,0,13,616.193938,0
1590.712709,674.57,674.57,0,0,0,11,830.768021,0
1513.075264,15704.04,12618.86,3085.18,0,0,185,14399.70318,0.916667
1683.116573,98,98,0,240.304769,4,1,554.101761,0
2097.603234,963.21,963.21,0,0,0,11,622.542212,0
1060.422892,161.5,161.5,0,765.748489,5,3,2333.389981,0.111111
3.03124,37.65,37.65,0,0,0,1,88.090034,0
163.950974,1014.21,264.42,749.79,268.071098,1,20,938.36331,0.6
2926.920514,1823.5,1686,137.5,236.898897,2,23,792.597997,0
1502.44469,0,0,0,152.14064,4,0,404.150829,0
74.825456,293.5,49,244.5,0,0,11,215.258602,0.272727
398.341908,0,0,0,3623.583341,2,0,7705.86499,0
9355.739389,0,0,0,2286.927789,4,0,2335.88734,0
1644.496393,0,0,0,156.097738,1,0,542.414342,0
8084.624525,0,0,0,4713.978717,14,0,1910.836769,0
1418.215497,1003.95,408.83,595.12,0,0,15,2218.323066,0
828.596569,1115,1115,0,0,0,1,268.295902,0
4232.350593,32.35,32.35,0,0,0,1,1262.608728,0
1184.588701,704.4,0,704.4,61.069589,1,21,810.831681,0
3168.902659,0,0,0,3854.441191,6,0,390.289118,0
497.726827,1234.5,653,581.5,0,0,14,206.102367,0
868.734126,463.01,373.65,89.36,546.682275,4,11,254.635576,0
996.619846,581.8,520,61.8,0,0,3,2088.919798,0
498.761608,1159.15,119,1040.15,0,0,28,5978.807577,0.083333
2551.023341,485.6,303.6,182,0,0,7,478.461522,0
1899.219514,0,0,0,3618.304773,4,0,7823.096006,0
5919.198579,9321.13,4678.79,4642.34,0,0,171,7303.897866,0
1780.299975,1907.96,803.17,1104.79,727.608789,5,36,2766.13064,0
133.926073,246.75,246.75,0,0,0,5,7103.026842,0
2567.090886,1875.54,546.14,1329.4,598.035427,5,52,772.320791,0
2522.043371,0,0,0,2504.271338,3,0,519.343097,0
7333.442833,320.8,0,320.8,9733.258025,38,10,2036.371171,0
763.992973,245,0,245,0,0,10,1660.561025,0
1193.434312,689.4,689.4,0,0,0,12,328.171066,0
1204.102388,1658.81,45.65,1613.16,804.558218,4,49,3051.991292,0.083333
595.655746,6562.24,4892.43,1669.81,0,0,114,6240.58958,1
3006.594256,9362.96,5098.75,4264.21,0,0,103,7079.1781,0
3.307286,60,60,0,0,0,1,1042.001588,0
53.697916,114.49,114.49,0,0,0,1,0,0
2583.717108,1497.02,1497.02,0,1112.647386,5,14,475.066734,0
311.341555,3721.39,3721.39,0,0,0,26,4004.905569,0.714286
556.43723,403.3,303.1,100.2,0,0,14,1318.460544,0
876.577775,1029.94,0,1029.94,0,0,18,2221.896121,0
1666.224023,720.48,0,720.48,1143.146657,2,15,2473.619496,0.083333
101.176482,807.66,325,482.66,0,0,11,699.466354,0.583333
5408.754166,1207.24,979.36,227.88,3064.470065,20,18,3130.304246,0
1050.085007,0,0,0,468.62986,6,0,593.781355,0
3811.587156,0,0,0,848.032831,1,0,1431.650735,0
1672.813954,299.83,117.39,182.44,113.720261,2,21,559.708549,0
7105.801894,0,0,0,1648.096839,8,0,1400.282454,0
2316.11093,86.1,86.1,0,4106.834043,13,1,447.991795,0
2377.742667,2527.04,796.66,1730.38,2056.332882,6,92,1461.368469,0
1178.90161,150,0,150,0,0,5,360.303696,0
1007.362008,469.92,0,469.92,0,0,12,716.423692,0
1035.853615,69,69,0,1147.361897,16,1,1483.636625,0
1709.693956,2,2,0,5246.296449,6,1,4678.254753,0.083333
2744.473705,529,529,0,3082.913762,7,5,914.280246,0
4784.708882,5848.99,2604,3244.99,3503.547107,6,119,9006.196318,0.083333
193.207812,1937.7,1937.7,0,0,0,30,2100.802868,0.916667
4612.935167,158.2,0,158.2,5391.599959,9,3,756.247099,0
1294.25883,0,0,0,92.841595,1,0,308.886492,0
3462.47534,0,0,0,200.125461,5,0,5709.181577,0.1
7842.784061,5930.99,3862.79,2068.2,0,0,168,12493.77894,0
8.258214,92.46,0,92.46,0,0,6,127.082375,0.75
3474.972612,324.18,293,31.18,0,0,6,950.735955,0
2928.480007,5747.76,4021.77,1725.99,0,0,81,4901.164291,0
3433.295973,4342.07,4247.87,94.2,0,0,20,3903.861413,0
913.520763,0,0,0,2768.870906,2,0,384.809455,0
1262.645703,329.9,257,72.9,0,0,6,905.863527,0
4196.43487,90.01,90.01,0,1804.826917,3,3,943.446254,0
