order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds
1936013,10,Chongqing,1390,108.71125,30.92191,1155,7,06-02 11:21:00,06-02 11:21:00,108.71798,30.95622,06-02 20:21:00,06-02 20:21:00,108.71118,30.92187,602
2802523,10,Chongqing,1390,108.70936,30.92222,1155,7,10-11 08:31:00,10-11 08:31:00,108.71826,30.9559,10-11 19:24:00,10-11 19:24:00,108.71127,30.92221,1011
73740,10,Chongqing,1390,108.71083,30.92116,1155,7,10-27 09:44:00,10-27 09:44:00,108.71825,30.95588,10-27 15:39:00,10-27 15:39:00,108.71012,30.92126,1027
619571,10,Chongqing,1390,108.71293,30.92136,1155,7,08-26 08:55:00,08-26 08:55:00,108.71806,30.95627,08-26 16:20:00,08-26 16:20:00,108.71647,30.92277,826
1815360,10,Chongqing,1390,108.71113,30.92183,1155,7,06-15 08:38:00,06-15 08:38:00,108.71799,30.95626,06-15 10:14:00,06-15 10:14:00,108.71203,30.9221,615
4426914,10,Chongqing,1390,108.70955,30.92236,1155,7,06-04 09:45:00,06-04 09:45:00,108.71803,30.95625,06-04 11:50:00,06-04 11:50:00,108.70926,30.92245,604
3611843,10,Chongqing,1390,108.71261,30.92063,1155,7,05-25 09:43:00,05-25 09:43:00,108.718,30.95631,05-25 14:50:00,05-25 14:50:00,108.71146,30.92081,525
3066522,10,Chongqing,1390,108.71127,30.92183,1155,7,10-15 09:03:00,10-15 09:03:00,108.71828,30.95592,10-15 12:12:00,10-15 12:12:00,108.71148,30.92177,1015
142574,10,Chongqing,1390,108.71287,30.9214,1155,7,10-24 09:37:00,10-24 09:37:00,108.71819,30.95594,10-24 12:10:00,10-24 12:10:00,108.71302,30.92148,1024
3166150,10,Chongqing,1390,108.71124,30.92178,1155,7,10-13 09:18:00,10-13 09:18:00,108.71825,30.95583,10-13 16:56:00,10-13 16:56:00,108.71134,30.9218,1013
3032092,10,Chongqing,1390,108.70968,30.92156,1155,7,10-12 08:59:00,10-12 08:59:00,108.71813,30.95583,10-12 14:37:00,10-12 14:37:00,108.70957,30.92133,1012
3206951,10,Chongqing,1390,108.7129,30.92154,1155,7,07-17 08:51:00,07-17 08:51:00,108.71791,30.95628,07-17 11:39:00,07-17 11:39:00,108.71298,30.92154,717
3771015,10,Chongqing,1390,108.70929,30.92165,1155,7,10-17 08:57:00,10-17 08:57:00,108.71811,30.95591,10-17 18:19:00,10-17 18:19:00,108.71112,30.92202,1017
3247595,10,Chongqing,1390,108.70975,30.92259,1155,7,07-08 08:22:00,07-08 08:22:00,108.71792,30.9563,07-08 17:26:00,07-08 17:26:00,108.70977,30.92474,708
2465033,10,Chongqing,1390,108.71305,30.92157,1155,7,10-30 09:05:00,10-30 09:05:00,108.71817,30.95588,10-30 12:17:00,10-30 12:17:00,108.71405,30.92129,1030
3533777,10,Chongqing,1326,108.88182,30.73869,1558,14,10-25 09:39:00,10-25 09:39:00,108.71827,30.9559,10-27 16:59:00,10-27 16:59:00,108.88189,30.7387,1025
1707475,10,Chongqing,1326,108.88422,30.74066,1558,14,09-19 08:46:00,09-19 08:46:00,108.71813,30.95598,09-21 17:04:00,09-21 17:04:00,108.88433,30.74079,919
4152603,10,Chongqing,1635,108.70077,30.92886,1587,1,08-29 08:46:00,08-29 08:46:00,108.71793,30.95632,08-29 11:04:00,08-29 11:04:00,108.70048,30.92853,829
1640888,10,Chongqing,1635,108.7007,30.92879,1587,1,10-22 10:33:00,10-22 10:33:00,108.7182,30.95584,10-22 13:06:00,10-22 13:06:00,108.7007,30.92905,1022
559082,10,Chongqing,1635,108.70083,30.92882,1587,1,10-24 09:34:00,10-24 09:34:00,108.71817,30.95586,10-24 11:57:00,10-24 11:57:00,108.70065,30.92909,1024
2392504,10,Chongqing,1635,108.70071,30.92871,1587,1,06-01 11:29:00,06-01 11:29:00,108.718,30.95623,06-01 13:43:00,06-01 13:43:00,108.70054,30.9291,601
2018891,10,Chongqing,1635,108.70095,30.929,1587,1,10-13 09:14:00,10-13 09:14:00,108.71827,30.95597,10-13 12:12:00,10-13 12:12:00,108.70124,30.92959,1013
3978197,10,Chongqing,1635,108.70085,30.92878,1587,1,09-22 09:13:00,09-22 09:13:00,108.71825,30.95585,09-22 12:03:00,09-22 12:03:00,108.70073,30.92938,922
3247435,10,Chongqing,1635,108.70078,30.92881,1587,1,05-07 09:09:00,05-07 09:09:00,108.72258,30.95724,05-07 11:58:00,05-07 11:58:00,108.70074,30.92837,507
2642399,10,Chongqing,1635,108.70072,30.9288,1587,1,10-23 09:07:00,10-23 09:07:00,108.71825,30.95588,10-23 11:37:00,10-23 11:37:00,108.70068,30.92907,1023
1829506,10,Chongqing,73,108.7246,30.93232,1676,14,10-24 09:29:00,10-24 09:29:00,108.71819,30.95592,10-24 13:01:00,10-24 13:01:00,108.69289,30.93248,1024
4387144,10,Chongqing,73,108.72456,30.93236,1676,14,09-27 08:47:00,09-27 08:47:00,108.71815,30.95587,09-27 12:05:00,09-27 12:05:00,108.69285,30.93246,927
2923951,10,Chongqing,1326,108.77735,30.77854,2303,14,07-19 08:17:00,07-19 08:17:00,108.71793,30.95635,07-22 15:23:00,07-22 15:23:00,113.95394,27.27332,719
4510867,10,Chongqing,1390,108.70145,30.9244,2638,1,10-14 08:58:00,10-14 08:58:00,108.71825,30.95587,10-14 11:55:00,10-14 11:55:00,108.70074,30.92409,1014
2148362,10,Chongqing,1390,108.71443,30.92063,2792,7,09-24 09:05:00,09-24 09:05:00,108.71819,30.95595,09-24 14:21:00,09-24 14:21:00,108.71418,30.92031,924
1597913,10,Chongqing,1390,108.7143,30.92131,2792,7,06-09 08:57:00,06-09 08:57:00,108.71804,30.95623,06-09 14:42:00,06-09 14:42:00,108.71419,30.92126,609
4108517,10,Chongqing,1390,108.7178,30.92403,2792,7,07-10 08:36:00,07-10 08:36:00,108.718,30.95634,07-10 10:21:00,07-10 10:21:00,108.71792,30.92425,710
3089613,10,Chongqing,1390,108.7178,30.92407,2792,7,10-15 09:04:00,10-15 09:04:00,108.71815,30.9559,10-15 11:25:00,10-15 11:25:00,108.71773,30.9241,1015
588529,10,Chongqing,1390,108.71543,30.92072,2792,7,09-28 09:18:00,09-28 09:18:00,108.71827,30.95594,09-28 11:07:00,09-28 11:07:00,108.71556,30.9205,928
1494020,10,Chongqing,1390,108.71786,30.92262,2792,7,06-10 08:47:00,06-10 08:47:00,108.718,30.95638,06-10 10:43:00,06-10 10:43:00,108.7148,30.92129,610
1200527,10,Chongqing,1390,108.71872,30.92449,2792,7,05-16 09:03:00,05-16 09:03:00,108.71797,30.95633,05-16 11:13:00,05-16 11:13:00,108.71842,30.92425,516
1040640,10,Chongqing,1390,108.71671,30.92176,2792,7,08-09 09:47:00,08-09 09:47:00,108.71792,30.95625,08-09 11:35:00,08-09 11:35:00,108.71772,30.92419,809
918518,10,Chongqing,1390,108.7144,30.92151,2792,7,10-29 10:33:00,10-29 10:33:00,108.71816,30.95586,10-29 11:23:00,10-29 11:23:00,108.71476,30.92138,1029
3222897,10,Chongqing,1390,108.71852,30.92468,2792,7,10-27 09:43:00,10-27 09:43:00,108.71826,30.95593,10-27 17:29:00,10-27 17:29:00,108.71846,30.92482,1027
641962,10,Chongqing,1390,108.7185,30.92468,2792,7,10-28 09:59:00,10-28 09:59:00,108.71815,30.95595,10-28 19:04:00,10-28 19:04:00,108.71121,30.92199,1028
894594,10,Chongqing,1390,108.71712,30.92226,2792,7,09-03 10:17:00,09-03 10:17:00,108.71801,30.95633,09-03 12:02:00,09-03 12:02:00,108.71718,30.92236,903
1165688,10,Chongqing,1390,108.71694,30.92148,2792,7,10-28 09:59:00,10-28 09:59:00,108.7182,30.95588,10-28 11:46:00,10-28 11:46:00,108.71728,30.92133,1028
1030912,10,Chongqing,1390,108.718,30.92414,2792,7,05-30 09:14:00,05-30 09:14:00,108.71809,30.95628,05-30 11:50:00,05-30 11:50:00,108.71837,30.9251,530
921997,10,Chongqing,1390,108.71402,30.9212,2792,7,09-11 09:51:00,09-11 09:51:00,108.71815,30.95587,09-11 19:03:00,09-11 19:03:00,108.71127,30.92192,911
2845102,10,Chongqing,1390,108.71665,30.92168,2792,7,06-03 13:00:00,06-03 13:00:00,108.71806,30.95633,06-03 13:28:00,06-03 13:28:00,108.71824,30.92348,603
902306,10,Chongqing,1390,108.71639,30.92112,2792,7,10-09 08:57:00,10-09 08:57:00,108.7182,30.95583,10-09 11:41:00,10-09 11:41:00,108.71573,30.92205,1009
3296096,10,Chongqing,1390,108.71794,30.92406,2792,7,08-14 08:35:00,08-14 08:35:00,108.71795,30.95623,08-14 10:26:00,08-14 10:26:00,108.71838,30.92491,814
3154556,10,Chongqing,1390,108.71503,30.92144,2792,7,08-31 09:18:00,08-31 09:18:00,108.71791,30.9563,08-31 13:40:00,08-31 13:40:00,108.71474,30.92143,831
2515312,10,Chongqing,1390,108.71848,30.92455,2792,7,08-19 08:48:00,08-19 08:48:00,108.71796,30.95639,08-19 10:48:00,08-19 10:48:00,108.71849,30.92486,819
732716,10,Chongqing,1390,108.71876,30.92447,2792,7,05-06 09:03:00,05-06 09:03:00,108.72253,30.95727,05-06 10:55:00,05-06 10:55:00,108.71846,30.92495,506
2803270,10,Chongqing,1390,108.71524,30.92078,2792,7,05-25 09:46:00,05-25 09:46:00,108.71806,30.95623,05-25 19:05:00,05-25 19:05:00,108.71124,30.92194,525
4481470,10,Chongqing,1390,108.71783,30.92262,2792,7,10-19 08:41:00,10-19 08:41:00,108.71822,30.9559,10-19 11:02:00,10-19 11:02:00,108.71489,30.92142,1019
904444,10,Chongqing,1390,108.71485,30.92159,2792,7,06-19 11:09:00,06-19 11:09:00,108.71802,30.95635,06-19 19:28:00,06-19 19:28:00,108.72278,30.91949,619
543234,10,Chongqing,1390,108.71772,30.9228,2792,7,10-17 08:56:00,10-17 08:56:00,108.7182,30.95586,10-17 11:53:00,10-17 11:53:00,108.71705,30.92219,1017
4296517,10,Chongqing,1390,108.71671,30.92163,2792,7,10-23 09:21:00,10-23 09:21:00,108.71814,30.95585,10-23 11:58:00,10-23 11:58:00,108.71714,30.92249,1023
1239070,10,Chongqing,1390,108.71848,30.92467,2792,7,10-02 09:15:00,10-02 09:15:00,108.71825,30.95595,10-02 11:02:00,10-02 11:02:00,108.71844,30.92475,1002
2084324,10,Chongqing,1390,108.71336,30.92062,2792,7,10-15 09:05:00,10-15 09:05:00,108.71825,30.95592,10-15 14:49:00,10-15 14:49:00,108.71421,30.92047,1015
1228757,10,Chongqing,1390,108.71383,30.92052,2792,7,09-07 08:45:00,09-07 08:45:00,108.71795,30.95633,09-07 19:12:00,09-07 19:12:00,108.71118,30.92192,907
2891084,10,Chongqing,1390,108.71727,30.92198,2792,7,09-03 10:20:00,09-03 10:20:00,108.718,30.95629,09-03 11:35:00,09-03 11:35:00,108.7173,30.92173,903
2615667,10,Chongqing,1390,108.71523,30.92082,2792,7,07-24 08:32:00,07-24 08:32:00,108.71795,30.95627,07-24 10:49:00,07-24 10:49:00,108.71568,30.92042,724
2027392,10,Chongqing,1390,108.71668,30.92179,2792,7,07-03 08:49:00,07-03 08:49:00,108.71807,30.95638,07-03 10:39:00,07-03 10:39:00,108.71907,30.92423,703
1963612,10,Chongqing,1390,108.71667,30.92164,2792,7,10-09 08:57:00,10-09 08:57:00,108.71813,30.95583,10-09 11:29:00,10-09 11:29:00,108.71738,30.92256,1009
2142833,10,Chongqing,1390,108.71755,30.92236,2792,7,08-10 08:55:00,08-10 08:55:00,108.71791,30.95639,08-10 11:25:00,08-10 11:25:00,108.71637,30.92237,810
2739757,10,Chongqing,1390,108.71632,30.92102,2792,7,08-24 08:30:00,08-24 08:30:00,108.71796,30.95633,08-24 10:54:00,08-24 10:54:00,108.7157,30.92188,824
4075136,10,Chongqing,1390,108.71769,30.92246,2792,7,10-02 09:15:00,10-02 09:15:00,108.71811,30.95595,10-02 11:35:00,10-02 11:35:00,108.71709,30.92233,1002
1971054,10,Chongqing,1390,108.7185,30.92457,2792,7,10-11 08:30:00,10-11 08:30:00,108.71818,30.95595,10-11 10:16:00,10-11 10:16:00,108.71845,30.92492,1011
3059307,10,Chongqing,1390,108.71502,30.9216,2792,7,10-14 08:57:00,10-14 08:57:00,108.71821,30.95594,10-14 11:07:00,10-14 11:07:00,108.71902,30.92422,1014
3208878,10,Chongqing,1390,108.71848,30.92461,2792,7,10-13 09:18:00,10-13 09:18:00,108.71816,30.95585,10-13 16:33:00,10-13 16:33:00,108.71837,30.92471,1013
691712,10,Chongqing,1390,108.71805,30.9229,2792,7,09-06 08:47:00,09-06 08:47:00,108.718,30.9563,09-06 11:46:00,09-06 11:46:00,108.71816,30.92251,906
4141197,10,Chongqing,1390,108.71571,30.92086,2792,7,05-19 09:14:00,05-19 09:14:00,108.71796,30.95635,05-19 15:40:00,05-19 15:40:00,108.71478,30.9205,519
3174088,10,Chongqing,1390,108.7158,30.92103,2792,7,09-11 09:50:00,09-11 09:50:00,108.71828,30.95597,09-11 11:19:00,09-11 11:19:00,108.72895,30.91814,911
4469577,10,Chongqing,1390,108.71858,30.92468,2792,7,08-11 09:03:00,08-11 09:03:00,108.71809,30.95628,08-11 17:33:00,08-11 17:33:00,108.71127,30.92183,811
2789090,10,Chongqing,1390,108.71387,30.92052,2792,7,10-19 08:42:00,10-19 08:42:00,108.71818,30.95587,10-19 10:10:00,10-19 10:10:00,108.7133,30.92061,1019
3295220,10,Chongqing,1390,108.71496,30.92159,2792,7,08-14 08:32:00,08-14 08:32:00,108.71799,30.95635,08-14 10:35:00,08-14 10:35:00,108.71904,30.92431,814
1177252,10,Chongqing,1390,108.71757,30.92225,2792,7,10-29 09:15:00,10-29 09:15:00,108.71819,30.95596,10-29 10:48:00,10-29 10:48:00,108.71761,30.92229,1029
974392,10,Chongqing,1390,108.71345,30.92062,2792,7,07-19 08:21:00,07-19 08:21:00,108.71808,30.95633,07-19 11:22:00,07-19 11:22:00,108.71344,30.92042,719
671857,10,Chongqing,1390,108.7138,30.92053,2792,7,09-10 08:51:00,09-10 08:51:00,108.71827,30.95589,09-10 16:58:00,09-10 16:58:00,108.71329,30.92086,910
3278954,10,Chongqing,1390,108.71811,30.92333,2792,7,10-13 09:18:00,10-13 09:18:00,108.71815,30.95596,10-13 16:27:00,10-13 16:27:00,108.71836,30.92372,1013
1939438,10,Chongqing,1390,108.71444,30.92145,2792,7,10-20 08:34:00,10-20 08:34:00,108.71813,30.95593,10-20 11:24:00,10-20 11:24:00,108.71442,30.92126,1020
651060,10,Chongqing,1390,108.71519,30.92085,2792,7,07-23 10:47:00,07-23 10:47:00,108.71791,30.95622,07-23 14:12:00,07-23 14:12:00,108.71564,30.92057,723
456983,10,Chongqing,1390,108.715,30.92168,2792,7,09-30 08:27:00,09-30 08:27:00,108.71825,30.95583,09-30 10:40:00,09-30 10:40:00,108.71908,30.92415,930
3496642,10,Chongqing,1390,108.71786,30.92406,2792,7,06-08 09:18:00,06-08 09:18:00,108.71798,30.95637,06-08 15:54:00,06-08 15:54:00,108.7181,30.92425,608
3363239,10,Chongqing,1390,108.71861,30.92448,2792,7,05-15 09:18:00,05-15 09:18:00,108.718,30.95639,05-15 17:14:00,05-15 17:14:00,108.70962,30.92493,515
1772056,10,Chongqing,1390,108.71788,30.92395,2792,7,10-31 09:16:00,10-31 09:16:00,108.71828,30.95583,10-31 15:43:00,10-31 15:43:00,108.70811,30.92199,1031
3045982,10,Chongqing,1390,108.71574,30.92101,2792,7,09-19 08:38:00,09-19 08:38:00,108.71827,30.95596,09-19 09:53:00,09-19 09:53:00,108.72913,30.91786,919
244035,10,Chongqing,1390,108.71749,30.92221,2792,7,10-30 09:07:00,10-30 09:07:00,108.71816,30.95591,10-30 12:05:00,10-30 12:05:00,108.717,30.92247,1030
913096,10,Chongqing,1390,108.71534,30.92061,2792,7,09-15 08:27:00,09-15 08:27:00,108.71824,30.9559,09-15 10:44:00,09-15 10:44:00,108.71556,30.92056,915
3349970,10,Chongqing,1390,108.71703,30.92157,2792,7,10-17 08:56:00,10-17 08:56:00,108.71817,30.95582,10-17 11:38:00,10-17 11:38:00,108.71712,30.9214,1017
1938383,10,Chongqing,1390,108.71532,30.92075,2792,7,09-04 09:09:00,09-04 09:09:00,108.718,30.95634,09-04 18:49:00,09-04 18:49:00,108.71119,30.92192,904
380260,10,Chongqing,1390,108.71498,30.92059,2792,7,09-11 09:51:00,09-11 09:51:00,108.7182,30.95596,09-11 12:01:00,09-11 12:01:00,108.71503,30.92042,911
184760,10,Chongqing,1390,108.71802,30.92287,2792,7,10-23 09:22:00,10-23 09:22:00,108.71815,30.95593,10-23 11:36:00,10-23 11:36:00,108.71823,30.92318,1023
2148857,10,Chongqing,1390,108.71487,30.92069,2792,7,05-24 09:24:00,05-24 09:24:00,108.71804,30.95624,05-24 10:41:00,05-24 10:41:00,108.7151,30.92057,524
1198108,10,Chongqing,1390,108.71748,30.92225,2792,7,10-22 10:17:00,10-22 10:17:00,108.71827,30.9559,10-22 11:31:00,10-22 11:31:00,108.71887,30.92469,1022
4437859,10,Chongqing,1390,108.71492,30.92166,2792,7,10-19 08:40:00,10-19 08:40:00,108.71812,30.95595,10-19 10:40:00,10-19 10:40:00,108.71909,30.92411,1019
3664907,10,Chongqing,1390,108.71575,30.92182,2792,7,07-13 08:28:00,07-13 08:28:00,108.71808,30.95633,07-13 11:25:00,07-13 11:25:00,108.71566,30.922,713
1110637,10,Chongqing,1390,108.71701,30.92098,2792,7,09-14 08:41:00,09-14 08:41:00,108.7182,30.95596,09-14 21:07:00,09-14 21:07:00,108.71116,30.92197,914
3376113,10,Chongqing,1390,108.71847,30.92456,2792,7,09-29 09:06:00,09-29 09:06:00,108.7182,30.95593,09-29 13:53:00,09-29 13:53:00,108.71847,30.92469,929
2147748,10,Chongqing,1390,108.7185,30.9246,2792,7,10-07 09:20:00,10-07 09:20:00,108.71815,30.95581,10-07 10:49:00,10-07 10:49:00,108.71831,30.9249,1007
1794704,10,Chongqing,1390,108.7185,30.9246,2792,7,09-11 09:51:00,09-11 09:51:00,108.71828,30.95595,09-11 16:34:00,09-11 16:34:00,108.7184,30.92489,911
1936800,10,Chongqing,1390,108.71509,30.92152,2792,7,09-22 09:07:00,09-22 09:07:00,108.71823,30.95592,09-22 18:10:00,09-22 18:10:00,108.71124,30.92197,922
1133445,10,Chongqing,1390,108.71859,30.92467,2792,7,10-28 09:59:00,10-28 09:59:00,108.71821,30.95598,10-28 18:11:00,10-28 18:11:00,108.71845,30.92472,1028
2660715,10,Chongqing,1390,108.713,30.91973,2968,0,09-16 08:51:00,09-16 08:51:00,108.71822,30.95582,09-16 11:14:00,09-16 11:14:00,108.71332,30.91993,916
2952126,10,Chongqing,1390,108.71298,30.91975,2968,0,10-23 09:23:00,10-23 09:23:00,108.71829,30.9559,10-23 15:25:00,10-23 15:25:00,108.71325,30.91991,1023
3278451,10,Chongqing,1390,108.71309,30.91973,2968,0,06-13 08:44:00,06-13 08:44:00,108.71797,30.95635,06-13 11:34:00,06-13 11:34:00,108.71329,30.91988,613
1683215,10,Chongqing,1390,108.71294,30.91983,2968,0,07-26 08:59:00,07-26 08:59:00,108.71808,30.95629,07-26 11:11:00,07-26 11:11:00,108.71321,30.91986,726
2928206,10,Chongqing,1390,108.71292,30.91986,2968,0,10-29 09:13:00,10-29 09:13:00,108.71818,30.95583,10-29 14:49:00,10-29 14:49:00,108.71327,30.91995,1029
1665710,10,Chongqing,1390,108.71294,30.91988,2968,0,10-09 08:56:00,10-09 08:56:00,108.71822,30.95583,10-09 10:47:00,10-09 10:47:00,108.71349,30.91991,1009
2366508,10,Chongqing,1390,108.71302,30.91987,2968,0,06-08 09:19:00,06-08 09:19:00,108.718,30.95623,06-08 14:39:00,06-08 14:39:00,108.71339,30.9199,608
2758657,10,Chongqing,1390,108.71298,30.91981,2968,0,10-15 09:05:00,10-15 09:05:00,108.71824,30.95591,10-15 15:55:00,10-15 15:55:00,108.71338,30.91992,1015
1627911,10,Chongqing,1390,108.71293,30.91976,2968,0,10-20 08:33:00,10-20 08:33:00,108.71824,30.95598,10-20 10:41:00,10-20 10:41:00,108.71331,30.91975,1020
1047172,10,Chongqing,1390,108.71282,30.9197,2968,0,10-14 08:57:00,10-14 08:57:00,108.71827,30.95582,10-14 11:38:00,10-14 11:38:00,108.71292,30.91978,1014
835421,10,Chongqing,1390,108.71297,30.91983,2968,0,10-22 10:20:00,10-22 10:20:00,108.7182,30.95587,10-22 16:25:00,10-22 16:25:00,108.71334,30.91994,1022
1502582,10,Chongqing,1390,108.71307,30.91974,2968,0,10-28 09:56:00,10-28 09:56:00,108.71825,30.95586,10-28 11:54:00,10-28 11:54:00,108.71325,30.91981,1028
2313443,10,Chongqing,1390,108.71302,30.91978,2968,0,10-24 09:36:00,10-24 09:36:00,108.71815,30.95581,10-24 11:42:00,10-24 11:42:00,108.7132,30.91998,1024
4273667,10,Chongqing,1390,108.71294,30.91976,2968,0,10-21 10:28:00,10-21 10:28:00,108.71827,30.95591,10-21 14:38:00,10-21 14:38:00,108.71322,30.91983,1021
4354158,10,Chongqing,1390,108.713,30.91977,2968,0,10-17 08:56:00,10-17 08:56:00,108.71826,30.95584,10-17 11:16:00,10-17 11:16:00,108.71326,30.91985,1017
1933272,10,Chongqing,1390,108.71292,30.91963,2968,0,09-27 08:58:00,09-27 08:58:00,108.71828,30.95595,09-27 10:46:00,09-27 10:46:00,108.71287,30.91982,927
2618958,10,Chongqing,1390,108.71306,30.91986,2968,0,10-19 08:40:00,10-19 08:40:00,108.71824,30.95599,10-19 10:19:00,10-19 10:19:00,108.71323,30.91969,1019
2973906,10,Chongqing,1390,108.71292,30.91975,2968,0,10-18 08:51:00,10-18 08:51:00,108.71827,30.9559,10-18 10:58:00,10-18 10:58:00,108.71311,30.91995,1018
352508,10,Chongqing,1390,108.71297,30.91974,2968,0,09-22 09:03:00,09-22 09:03:00,108.71827,30.95588,09-22 14:49:00,09-22 14:49:00,108.7133,30.91996,922
3530185,10,Chongqing,1390,108.71299,30.91973,2968,0,08-04 08:43:00,08-04 08:43:00,108.71799,30.95621,08-04 09:54:00,08-04 09:54:00,108.71336,30.91986,804
1581455,10,Chongqing,1390,108.71304,30.91974,2968,0,10-12 09:00:00,10-12 09:00:00,108.71814,30.95597,10-12 11:25:00,10-12 11:25:00,108.71335,30.91995,1012
3917787,10,Chongqing,73,108.6975,30.92918,3029,14,10-21 11:32:00,10-21 11:32:00,108.7182,30.9559,10-21 14:05:00,10-21 14:05:00,108.6979,30.92938,1021
1099090,10,Chongqing,73,108.69713,30.9292,3029,14,10-03 08:41:00,10-03 08:41:00,108.71822,30.9559,10-03 11:46:00,10-03 11:46:00,108.69678,30.9304,1003
751983,10,Chongqing,73,108.69764,30.92914,3029,14,09-19 08:51:00,09-19 08:51:00,108.71822,30.95596,09-19 11:54:00,09-19 11:54:00,108.69271,30.93266,919
2645260,10,Chongqing,73,108.6975,30.92894,3029,14,05-26 10:40:00,05-26 10:40:00,108.71803,30.95628,05-26 13:09:00,05-26 13:09:00,108.69348,30.93212,526
3548126,10,Chongqing,73,108.69718,30.9291,3029,14,07-16 09:34:00,07-16 09:34:00,108.71806,30.95639,07-16 11:45:00,07-16 11:45:00,108.69713,30.92923,716
743212,10,Chongqing,73,108.6978,30.92942,3029,14,06-03 10:35:00,06-03 10:35:00,108.71791,30.95629,06-03 13:50:00,06-03 13:50:00,108.694,30.9307,603
2584240,10,Chongqing,73,108.69741,30.92912,3029,14,09-28 09:17:00,09-28 09:17:00,108.71823,30.95594,09-28 11:34:00,09-28 11:34:00,108.69784,30.92967,928
3765309,10,Chongqing,73,108.6978,30.92945,3029,14,06-29 08:50:00,06-29 08:50:00,108.718,30.95633,06-29 10:47:00,06-29 10:47:00,108.69707,30.92965,629
4146670,10,Chongqing,73,108.6972,30.92927,3029,14,10-23 09:23:00,10-23 09:23:00,108.71819,30.95596,10-23 12:16:00,10-23 12:16:00,108.69728,30.92921,1023
3225099,10,Chongqing,73,108.69729,30.92917,3029,14,10-22 10:25:00,10-22 10:25:00,108.71813,30.95599,10-22 14:05:00,10-22 14:05:00,108.6976,30.92849,1022
2583070,10,Chongqing,73,108.69715,30.92921,3029,14,10-28 10:09:00,10-28 10:09:00,108.71811,30.9559,10-28 13:41:00,10-28 13:41:00,108.69723,30.92925,1028
3119502,10,Chongqing,73,108.69726,30.93005,3029,14,09-07 08:58:00,09-07 08:58:00,108.71803,30.95621,09-07 11:04:00,09-07 11:04:00,108.6974,30.93015,907
4228334,10,Chongqing,73,108.69758,30.92906,3029,14,10-25 09:45:00,10-25 09:45:00,108.71815,30.95587,10-25 14:52:00,10-25 14:52:00,108.69754,30.92847,1025
474910,10,Chongqing,73,108.69725,30.92905,3029,14,06-06 09:23:00,06-06 09:23:00,108.71797,30.95626,06-06 11:47:00,06-06 11:47:00,108.69751,30.92777,606
3561085,10,Chongqing,73,108.69712,30.92902,3029,14,10-28 10:15:00,10-28 10:15:00,108.71812,30.95593,10-28 13:48:00,10-28 13:48:00,108.69743,30.92864,1028
2827782,10,Chongqing,73,108.69726,30.92903,3029,14,10-26 10:13:00,10-26 10:13:00,108.71829,30.95593,10-26 13:36:00,10-26 13:36:00,108.69707,30.92897,1026
1849570,10,Chongqing,1326,108.68095,31.28632,3109,4,09-17 09:02:00,09-17 09:02:00,108.71828,30.95589,09-19 17:05:00,09-19 17:05:00,108.68097,31.28631,917
3584178,10,Chongqing,1635,108.7192,30.93436,3165,7,07-16 09:28:00,07-16 09:28:00,108.71809,30.95633,07-16 10:27:00,07-16 10:27:00,108.72208,30.95481,716
3071174,10,Chongqing,1635,108.71923,30.9344,3165,7,07-02 08:25:00,07-02 08:25:00,108.71791,30.95626,07-02 10:20:00,07-02 10:20:00,108.722,30.9548,702
1735320,10,Chongqing,1635,108.71615,30.93919,3460,14,09-06 08:53:00,09-06 08:53:00,108.718,30.95639,09-06 10:45:00,09-06 10:45:00,108.71593,30.93913,906
445304,10,Chongqing,1635,108.70267,30.93139,3513,14,05-28 09:32:00,05-28 09:32:00,108.71804,30.95624,05-28 13:01:00,05-28 13:01:00,108.7028,30.93127,528
4412376,10,Chongqing,1635,108.70228,30.93225,3513,14,08-05 08:19:00,08-05 08:19:00,108.71807,30.9563,08-05 11:31:00,08-05 11:31:00,108.70117,30.93319,805
4069670,10,Chongqing,1635,108.70272,30.93116,3513,14,10-21 10:00:00,10-21 10:00:00,108.71812,30.95595,10-21 13:16:00,10-21 13:16:00,108.70279,30.93111,1021
291180,10,Chongqing,1635,108.70315,30.92972,3513,14,09-26 08:26:00,09-26 08:26:00,108.71828,30.95593,09-26 11:38:00,09-26 11:38:00,108.70246,30.9314,926
157836,10,Chongqing,1635,108.70261,30.93128,3513,14,06-12 09:04:00,06-12 09:04:00,108.718,30.95636,06-12 12:53:00,06-12 12:53:00,108.70246,30.93207,612
3627810,10,Chongqing,1635,108.70297,30.93066,3513,14,10-23 09:19:00,10-23 09:19:00,108.7182,30.95593,10-23 11:55:00,10-23 11:55:00,108.70277,30.93039,1023
1984690,10,Chongqing,1635,108.7031,30.9314,3513,14,10-24 09:32:00,10-24 09:32:00,108.71815,30.95581,10-24 12:22:00,10-24 12:22:00,108.70261,30.9308,1024
3244128,10,Chongqing,1635,108.7023,30.9324,3513,14,10-26 09:51:00,10-26 09:51:00,108.71828,30.95595,10-26 12:23:00,10-26 12:23:00,108.7022,30.93239,1026
246452,10,Chongqing,1635,108.70239,30.93222,3513,14,07-26 08:41:00,07-26 08:41:00,108.71803,30.95632,07-26 11:28:00,07-26 11:28:00,108.70114,30.93327,726
